Date,Drawdown
2017-02-22,-0.0413549998152379
2017-02-23,-0.03221835557209519
2017-02-24,-0.02035694208926952
2017-02-27,-0.019341713920532074
2017-02-28,-0.015815319850722178
2017-03-01,-0.014586386825953571
2017-03-02,-0.05401793661076975
2017-03-03,-0.05444534739143669
2017-03-06,-0.05294930760737943
2017-03-07,-0.06539853847827572
2017-03-08,-0.07795467307019989
2017-03-09,-0.09206024828083408
2017-03-10,-0.09793760521345556
2017-03-13,-0.09515923103567456
2017-03-14,-0.0976703969367468
2017-03-15,-0.0976703969367468
2017-03-16,-0.07587091794979481
2017-03-17,-0.07143619996657806
2017-03-20,-0.07015386557285422
2017-03-21,-0.06229965724085567
2017-03-22,-0.06256676346584185
2017-03-23,-0.061605038183479746
2017-03-24,-0.05321651588408863
2017-03-27,-0.033981603632861644
2017-03-28,-0.026234196970168516
2017-03-29,-0.026073892414487754
2017-03-30,-0.028371454442646788
2017-03-31,-0.025699882468473576
2017-04-03,-0.02805084586558752
2017-04-04,-0.022120087564011244
2017-04-05,-0.029386580559661868
2017-04-06,-0.026234196970168624
2017-04-07,-0.03131013317610876
2017-04-10,-0.043919668602685806
2017-04-11,-0.025806786189501683
2017-04-12,-0.023349021123082327
2017-04-13,-0.012128621759534757
2017-04-17,-0.011914916369201231
2017-04-18,-0.02484506090713991
2017-04-19,-0.030989524064747344
2017-04-20,-0.03868342784106513
2017-04-21,-0.04733915895146759
2017-04-24,-0.046377433669105385
2017-04-25,-0.06064331343542023
2017-04-26,-0.07282533602960742
2017-04-27,-0.07752726228953316
2017-04-28,-0.08148106714000979
2017-05-01,-0.10344085014834026
2017-05-02,-0.10402866753641088
2017-05-03,-0.11909596802940717
2017-05-04,-0.1320795134019985
2017-05-05,-0.13362895402070843
2017-05-08,-0.1344838776337651
2017-05-09,-0.14468904882857545
2017-05-10,-0.13704854588691043
2017-05-11,-0.13394956313207004
2017-05-12,-0.1266295672500443
2017-05-15,-0.11514206166151034
2017-05-16,-0.10808927405619324
2017-05-17,-0.099593949553194
2017-05-18,-0.11193627670306208
2017-05-19,-0.10504379365342585
2017-05-22,-0.08404573539315521
2017-05-23,-0.0868241095709362
2017-05-24,-0.087572129462965
2017-05-25,-0.08356482172611282
2017-05-26,-0.07656543495544837
2017-05-30,-0.07095528629953587
2017-05-31,-0.07202391530292608
2017-06-01,-0.0787026929622289
2017-06-02,-0.06566574675498502
2017-06-05,-0.06245985974481439
2017-06-06,-0.0555139758605254
2017-06-07,-0.06032270432405881
2017-06-08,-0.07116899168986962
2017-06-09,-0.08137416341898221
2017-06-12,-0.09628126087371819
2017-06-13,-0.10568490982442665
2017-06-14,-0.08596918595787985
2017-06-15,-0.10819617777722135
2017-06-16,-0.11113485597638095
2017-06-19,-0.11930967341974102
2017-06-20,-0.12385119307226353
2017-06-21,-0.1261487556347246
2017-06-22,-0.11893566347372674
2017-06-23,-0.111562266757048
2017-06-26,-0.11519556401358354
2017-06-27,-0.11434064093482911
2017-06-28,-0.10691384338349762
2017-06-29,-0.11380632643313406
2017-06-30,-0.11476805171549627
2017-07-03,-0.14313950615814328
2017-07-05,-0.1535584340362995
2017-07-06,-0.14901686309076465
2017-07-07,-0.1787240532960904
2017-07-10,-0.16771746137459884
2017-07-11,-0.1613058406989925
2017-07-12,-0.15371873859198026
2017-07-13,-0.1642444681394418
2017-07-14,-0.1513143748945157
2017-07-17,-0.14244498915249004
2017-07-18,-0.13325494407469457
2017-07-19,-0.13170550345598467
2017-07-20,-0.12914083466853718
2017-07-21,-0.12321007690126307
2017-07-24,-0.12385119307226353
2017-07-25,-0.11856165352771256
2017-07-26,-0.12294286862455407
2017-07-27,-0.11685190835332178
2017-07-28,-0.10963881619232402
2017-07-31,-0.10504379365342639
2017-08-01,-0.10621922432612202
2017-08-02,-0.10787556866586004
2017-08-03,-0.11337891565246723
2017-08-04,-0.1332549440746948
2017-08-07,-0.13330834490934754
2017-08-08,-0.12588154735801604
2017-08-09,-0.10055567483555665
2017-08-10,-0.08976278777009647
2017-08-11,-0.0894955794933877
2017-08-14,-0.08671720584990897
2017-08-15,-0.10824957861187455
2017-08-16,-0.09612095631803776
2017-08-17,-0.09008329482973551
2017-08-18,-0.09275486733821109
2017-08-21,-0.09195334455980717
2017-08-22,-0.09371659262057319
2017-08-23,-0.08997649316042988
2017-08-24,-0.09425090712226836
2017-08-25,-0.08965588404906835
2017-08-28,-0.06865782578879771
2017-08-29,-0.06913863740411742
2017-08-30,-0.07010046473820211
2017-08-31,-0.06603975670099964
2017-09-01,-0.053269916718742046
2017-09-05,-0.04653773822478658
2017-09-06,-0.048087178843496385
2017-09-07,-0.03740109344734161
2017-09-08,-0.0368133781109938
2017-09-11,-0.048568091976236745
2017-09-12,-0.04920920814723732
2017-09-13,-0.050438141706308504
2017-09-14,-0.05439194655678512
2017-09-15,-0.05904036993033562
2017-09-18,-0.08789273804002502
2017-09-19,-0.08126736174967712
2017-09-20,-0.07827528218156272
2017-09-21,-0.0950523278489499
2017-09-22,-0.09686897621006643
2017-09-25,-0.0885338542110255
2017-09-26,-0.10215851628891943
2017-09-27,-0.1051506973744544
2017-09-28,-0.10381486009435542
2017-09-29,-0.11268429659509141
2017-10-02,-0.11385982931950984
2017-10-03,-0.11407353470984326
2017-10-04,-0.1150352594579032
2017-10-05,-0.11402003182346791
2017-10-06,-0.10589871726648319
2017-10-09,-0.09617435715269063
2017-10-10,-0.08340451717043271
2017-10-11,-0.08735842407263202
2017-10-12,-0.08041243813662044
2017-10-13,-0.07271853436030278
2017-10-16,-0.07485569031536071
2017-10-17,-0.0923808573921968
2017-10-18,-0.09473171873758827
2017-10-19,-0.0809467526383156
2017-10-20,-0.09051080766212537
2017-10-23,-0.09040390394109726
2017-10-24,-0.09665527081973302
2017-10-25,-0.0987390259401382
2017-10-26,-0.10429577376139793
2017-10-27,-0.10760846244087419
2017-10-30,-0.1022654194756455
2017-10-31,-0.1106539423093391
2017-11-01,-0.08463345072950379
2017-11-02,-0.0866638050152561
2017-11-03,-0.10269283025631246
2017-11-06,-0.08126736174967703
2017-11-07,-0.0967620724890381
2017-11-08,-0.08602258679253283
2017-11-09,-0.09473171873758816
2017-11-10,-0.10002136033386172
2017-11-13,-0.09045730477574991
2017-11-14,-0.08890786415703979
2017-11-15,-0.09435770879157365
2017-11-16,-0.08869415876670626
2017-11-17,-0.07255822980462179
2017-11-20,-0.10092968478157116
2017-11-21,-0.09441121167794901
2017-11-22,-0.08628979506924192
2017-11-24,-0.09270136445183563
2017-11-27,-0.09120532466777838
2017-11-28,-0.10178450634290526
2017-11-29,-0.1206988094827706
2017-11-30,-0.12470611668532054
2017-12-01,-0.1292476363378428
2017-12-04,-0.12994225539521864
2017-12-05,-0.14655909855864765
2017-12-06,-0.15216924721456024
2017-12-07,-0.1603440646579202
2017-12-08,-0.15922203481987734
2017-12-11,-0.16130584069899273
2017-12-12,-0.16745030385660029
2017-12-13,-0.15665736603242977
2017-12-14,-0.15313097249692234
2017-12-15,-0.146291941040649
2017-12-18,-0.13870478817492674
2017-12-19,-0.14159006607373573
2017-12-20,-0.13507159243581143
2017-12-21,-0.13699504300053572
2017-12-22,-0.12604185191369682
2017-12-26,-0.11733271996864181
2017-12-27,-0.11204318042409084
2017-12-28,-0.10066247650486229
2017-12-29,-0.08848045337637273
2018-01-02,-0.08522116606585149
2018-01-03,-0.08180167571706992
2018-01-04,-0.08158797032673651
2018-01-05,-0.08073304724798208
2018-01-08,-0.08826674798603931
2018-01-09,-0.09510572868360245
2018-01-10,-0.09366319178592065
2018-01-11,-0.09734988987710894
2018-01-12,-0.08799954024363259
2018-01-16,-0.08516776523119883
2018-01-17,-0.08607608967890817
2018-01-18,-0.09740329071176138
2018-01-19,-0.09302197356319716
2018-01-22,-0.09537293642600896
2018-01-23,-0.09943364499751357
2018-01-24,-0.06897843490015935
2018-01-25,-0.0622461543544813
2018-01-26,-0.07127589541089806
2018-01-30,-0.09099161927744474
2018-01-31,-0.08078644808263441
2018-02-01,-0.08538147062153204
2018-02-02,-0.10899759796960075
2018-02-05,-0.11097455142070019
2018-02-06,-0.11583668018458411
2018-02-07,-0.13410986768775116
2018-02-08,-0.12833941394185563
2018-02-09,-0.13891859561698253
2018-02-12,-0.11583668018458422
2018-02-13,-0.1180273390260175
2018-02-14,-0.09927334044183281
2018-02-15,-0.10360115470402168
2018-02-16,-0.10798247238688816
2018-02-20,-0.12240865617458183
2018-02-21,-0.11284460115077206
2018-02-22,-0.11418033637914857
2018-02-23,-0.11968368336575574
2018-02-26,-0.11615728929594607
2018-02-27,-0.12662956725004496
2018-02-28,-0.12780509997446304
2018-03-01,-0.13443037474739053
2018-03-02,-0.12417180218362549
2018-03-05,-0.1270570800824345
2018-03-06,-0.10691384338349794
2018-03-07,-0.12224835161890107
2018-03-08,-0.12182083932081347
2018-03-09,-0.11594358390561244
2018-03-12,-0.11995078959074193
2018-03-13,-0.11524896484823663
2018-03-14,-0.12016459703279815
2018-03-15,-0.12625555730403035
2018-03-16,-0.1343235730780851
2018-03-19,-0.13149179806565134
2018-03-20,-0.13843768194994044
2018-03-21,-0.12604185191369704
2018-03-22,-0.12759139458412963
2018-03-23,-0.11679840546694675
2018-03-26,-0.11134856136671524
2018-03-27,-0.11898906430838026
2018-03-28,-0.1341632685224048
2018-03-29,-0.13320154324004257
2018-04-02,-0.11161566759170163
2018-04-03,-0.1265761664153924
2018-04-04,-0.13394956313207115
2018-04-05,-0.12801880536479712
2018-04-06,-0.12737758714207398
2018-04-09,-0.11845474980668522
2018-04-10,-0.11487495543652514
2018-04-11,-0.1056849098244275
2018-04-12,-0.12144682937479995
2018-04-13,-0.1115622667570491
2018-04-16,-0.10974561786163031
2018-04-17,-0.10386836298073164
2018-04-18,-0.079343809133231
2018-04-19,-0.0798247228002735
2018-04-20,-0.08383203000282342
2018-04-23,-0.11460784867723703
2018-04-24,-0.10840988316755629
2018-04-25,-0.11914936886406167
2018-04-26,-0.11904246514303357
2018-04-27,-0.12342378229159778
2018-04-30,-0.12844621614546473
2018-05-01,-0.14303270448883895
2018-05-02,-0.12956824544920542
2018-05-03,-0.12577474568871172
2018-05-04,-0.12192774250754063
2018-05-07,-0.1230497723455836
2018-05-08,-0.12438550757396
2018-05-09,-0.12064540864811915
2018-05-10,-0.10878389257926854
2018-05-11,-0.10899759796960216
2018-05-14,-0.11466125004619226
2018-05-15,-0.13475098385875325
2018-05-16,-0.1292476363378441
2018-05-17,-0.12304977234558383
2018-05-18,-0.12443901046033555
2018-05-21,-0.1209660177594809
2018-05-22,-0.11797393819136616
2018-05-23,-0.12705708008243569
2018-05-24,-0.11193627670306393
2018-05-25,-0.11941647508904797
2018-05-29,-0.12882022555717687
2018-05-30,-0.11952337881007608
2018-05-31,-0.12363748768193131
2018-06-01,-0.1243855075739601
2018-06-04,-0.1248664212410025
2018-06-05,-0.1188822626390755
2018-06-06,-0.11081424686502085
2018-06-07,-0.1041888700403707
2018-06-08,-0.10803587322154189
2018-06-11,-0.0967620724890393
2018-06-12,-0.09975415205715393
2018-06-13,-0.09419750628761668
2018-06-14,-0.0796110174099402
2018-06-15,-0.12096601775948068
2018-06-18,-0.12310317318023614
2018-06-19,-0.12892712927820496
2018-06-20,-0.12967514917023354
2018-06-21,-0.1287668247225242
2018-06-22,-0.12166063628255445
2018-06-25,-0.12865992153579836
2018-06-26,-0.1324000204616393
2018-06-27,-0.13768966205791286
2018-06-28,-0.14773452923134447
2018-06-29,-0.13955971178798451
2018-07-02,-0.15879457328050128
2018-07-03,-0.1476811283966918
2018-07-05,-0.1446890488285772
2018-07-06,-0.14613163648496943
2018-07-09,-0.1422846845968106
2018-07-10,-0.14495615505356346
2018-07-11,-0.15943574021021195
2018-07-12,-0.15056635500248855
2018-07-13,-0.15906173026419768
2018-07-16,-0.1592754864132414
2018-07-17,-0.169373805180036
2018-07-18,-0.1716712656907746
2018-07-19,-0.18038039763582972
2018-07-20,-0.17236588474815043
2018-07-23,-0.17888435785177245
2018-07-24,-0.17380847240454256
2018-07-25,-0.1700683734787015
2018-07-26,-0.17514425839162914
2018-07-27,-0.17525111135394705
2018-07-30,-0.17316730547483164
2018-07-31,-0.17183157024645526
2018-08-01,-0.17749517103003298
2018-08-02,-0.18096811297217755
2018-08-03,-0.17685400356602016
2018-08-06,-0.18294506588897516
2018-08-07,-0.18160927990188833
2018-08-08,-0.1784568963123952
2018-08-09,-0.1761594358016566
2018-08-10,-0.18433425324501668
2018-08-13,-0.20105789754344894
2018-08-14,-0.1972109456552902
2018-08-15,-0.22948280411376118
2018-08-16,-0.2147360619734163
2018-08-17,-0.21906387623560505
2018-08-20,-0.21698012164950226
2018-08-21,-0.21185078460890946
2018-08-22,-0.212705707687664
2018-08-23,-0.22381915257147345
2018-08-24,-0.2103547448248522
2018-08-27,-0.20688180288270766
2018-08-28,-0.210995911754563
2018-08-29,-0.21521692434744635
2018-08-30,-0.22649067378693646
2018-08-31,-0.22857447966605174
2018-09-04,-0.24871766560627795
2018-09-05,-0.24567213444480057
2018-09-06,-0.24796964571424937
2018-09-07,-0.2483970564949163
2018-09-10,-0.24775588956520564
2018-09-11,-0.24919852798030798
2018-09-12,-0.24171827883561373
2018-09-13,-0.24433639921642417
2018-09-14,-0.24973284248200325
2018-09-17,-0.24545842905446716
2018-09-18,-0.24748878334021956
2018-09-19,-0.2418785833912946
2018-09-20,-0.24048939656955512
2018-09-21,-0.23760416996375838
2018-09-24,-0.2385658952461206
2018-09-25,-0.23071168691412217
2018-09-26,-0.2356806681060217
2018-09-27,-0.2412374164615838
2018-09-28,-0.21868986682389313
2018-10-01,-0.22942935252039842
2018-10-02,-0.2193844853469667
2018-10-03,-0.22045306359164668
2018-10-04,-0.2247274770191828
2018-10-05,-0.22157509342968978
2018-10-08,-0.23813848446545355
2018-10-09,-0.23439833424660012
2018-10-10,-0.23835218985578707
2018-10-11,-0.2233917417908063
2018-10-12,-0.22184225041338607
2018-10-15,-0.216926669521837
2018-10-16,-0.21831585687787863
2018-10-17,-0.2203462106293288
2018-10-18,-0.22349859475312409
2018-10-19,-0.2210407789279945
2018-10-22,-0.224086310089472
2018-10-23,-0.21307971763367806
2018-10-24,-0.2193310337536036
2018-10-25,-0.22178884957873318
2018-10-26,-0.21804869935987978
2018-10-29,-0.23183371621786256
2018-10-30,-0.23044452939612317
2018-10-31,-0.2397413766775262
2018-11-01,-0.21302626604031508
2018-11-02,-0.21420174747172094
2018-11-05,-0.2197050436996178
2018-11-06,-0.22750585119696345
2018-11-07,-0.22376575173682037
2018-11-08,-0.23135285384383264
2018-11-09,-0.2464736059301918
2018-11-12,-0.25336608897982815
2018-11-13,-0.25454157094553626
2018-11-14,-0.2490382234246269
2018-11-15,-0.2393139146038468
2018-11-16,-0.23284889362789
2018-11-19,-0.23162001082752925
2018-11-20,-0.23877965139516422
2018-11-21,-0.22633042052426816
2018-11-23,-0.2401688382169037
2018-11-26,-0.24219919250265612
2018-11-27,-0.2486642140129152
2018-11-28,-0.2357875210683396
2018-11-29,-0.23739046457342508
2018-11-30,-0.2469544688385245
2018-12-03,-0.23162001082752956
2018-12-04,-0.2241397616828352
2018-12-06,-0.23113909769478944
2018-12-07,-0.22141483963271943
2018-12-10,-0.22643727295228402
2018-12-11,-0.22531524311424114
2018-12-12,-0.21323997143064904
2018-12-13,-0.21302626604031552
2018-12-14,-0.2245672237565146
2018-12-17,-0.21783499396954667
2018-12-18,-0.2207202205753433
2018-12-19,-0.21446890498972013
2018-12-20,-0.2117439316465919
2018-12-21,-0.22082707353766143
2018-12-24,-0.214522305824373
2018-12-26,-0.19833297549333373
2018-12-27,-0.18834150968885713
2018-12-28,-0.18112841752785927
2018-12-31,-0.175411415909629
2019-01-02,-0.1695875105703706
2019-01-03,-0.16082492703195242
2019-01-04,-0.1614126936613127
2019-01-07,-0.16280188048305208
2019-01-08,-0.16509934099379067
2019-01-09,-0.1636567528030965
2019-01-10,-0.16857233369464553
2019-01-11,-0.1677174613746011
2019-01-14,-0.16600766490719795
2019-01-15,-0.16937380518003708
2019-01-16,-0.16841202913896466
2019-01-17,-0.17359476701421023
2019-01-18,-0.18091471213752586
2019-01-22,-0.18470826319103192
2019-01-23,-0.1816092799018892
2019-01-24,-0.18583029249477254
2019-01-25,-0.16440477269512474
2019-01-28,-0.1606646737692839
2019-01-29,-0.15655051360441619
2019-01-30,-0.15152808028485162
2019-01-31,-0.1439410289365497
2019-02-01,-0.15152808028485162
2019-02-04,-0.15382559155430045
2019-02-05,-0.15633680821408277
2019-02-06,-0.16349644824741552
2019-02-07,-0.16248127137169044
2019-02-08,-0.15724513266179224
2019-02-11,-0.16344304741276275
2019-02-12,-0.1632827428570819
2019-02-13,-0.1652062441805164
2019-02-14,-0.17183157024645623
2019-02-15,-0.15991665387725523
2019-02-19,-0.14794828538038907
2019-02-20,-0.1367279367755514
2019-02-21,-0.15628335608641733
2019-02-22,-0.15003204050079405
2019-02-25,-0.1544667584840109
2019-02-26,-0.15435990605599517
2019-02-27,-0.16264157592737086
2019-02-28,-0.1698012159607036
2019-03-01,-0.18951699112026277
2019-03-04,-0.1976383564359576
2019-03-05,-0.19747805188027684
2019-03-06,-0.19838637632798628
2019-03-07,-0.2006838875974351
2019-03-08,-0.1840136441336556
2019-03-11,-0.1880209513362054
2019-03-12,-0.1804872500638458
2019-03-13,-0.17818978955310708
2019-03-14,-0.19315023761808775
2019-03-15,-0.18502882100938045
2019-03-18,-0.18513567397169833
2019-03-19,-0.18246420351494533
2019-03-20,-0.1854562825487577
2019-03-21,-0.17867065246143937
2019-03-22,-0.1801132401178315
2019-03-25,-0.1714575603004414
2019-03-26,-0.17872405329609214
2019-03-27,-0.1857768409014091
2019-03-28,-0.20276769347655027
2019-03-29,-0.19534084516650868
2019-04-01,-0.19582175883355096
2019-04-02,-0.19758495560130473
2019-04-03,-0.19539429675987155
2019-04-04,-0.19635602204223365
2019-04-05,-0.19624916961421812
2019-04-08,-0.18930323443691666
2019-04-09,-0.18957039195491532
2019-04-10,-0.18780719518716155
2019-04-11,-0.2079503805930855
2019-04-12,-0.20282109431120282
2019-04-15,-0.20132505506144782
2019-04-16,-0.2043705862229253
2019-04-17,-0.20276769347655027
2019-04-18,-0.20191277039779573
2019-04-22,-0.20084419215311575
2019-04-23,-0.21067535393621384
2019-04-24,-0.20399657627691103
2019-04-25,-0.20597347843499822
2019-04-26,-0.19843982792134893
2019-04-29,-0.20688180288270766
2019-04-30,-0.20388972331459312
2019-05-01,-0.21751438485818483
2019-05-02,-0.2231245848071099
2019-05-03,-0.20351571336857874
2019-05-06,-0.20618718382533163
2019-05-07,-0.2060269300283611
2019-05-08,-0.2096601765261864
2019-05-09,-0.21420174747172105
2019-05-10,-0.21318657059599597
2019-05-13,-0.2138811383603594
2019-05-14,-0.21179738323995423
2019-05-15,-0.21179738323995423
2019-05-16,-0.2263838213589206
2019-05-17,-0.23338320812958493
2019-05-20,-0.23012392028476156
2019-05-21,-0.23204742214249832
2019-05-22,-0.22985681405977537
2019-05-23,-0.22114768264902251
2019-05-24,-0.22419316251748753
2019-05-28,-0.23696300249974522
2019-05-29,-0.2321008737358613
2019-05-30,-0.22739899823464568
2019-05-31,-0.22365889930880473
2019-06-03,-0.21441545286205435
2019-06-04,-0.2128659614846341
2019-06-05,-0.21169053081193848
2019-06-06,-0.20559946848898347
2019-06-07,-0.1988672392363177
2019-06-10,-0.2196516428649648
2019-06-11,-0.21425514830637327
2019-06-12,-0.21340027598632882
2019-06-13,-0.20543916393330228
2019-06-14,-0.21019449102788068
2019-06-17,-0.20848469509477957
2019-06-18,-0.19961530988705606
2019-06-19,-0.2014853596171277
2019-06-20,-0.17348791458619273
2019-06-21,-0.18396024329900174
2019-06-24,-0.1788843578517718
2019-06-25,-0.18299846672362693
2019-06-26,-0.18342592879730646
2019-06-27,-0.18759348979682683
2019-06-28,-0.18502882100937923
2019-07-01,-0.192883080100088
2019-07-02,-0.19031841184694268
2019-07-03,-0.18508227260274232
2019-07-05,-0.20292794727351973
2019-07-08,-0.200042720667723
2019-07-09,-0.1949134343858404
2019-07-10,-0.1906924217929572
2019-07-11,-0.19496683522049318
2019-07-12,-0.1899444019009284
2019-07-15,-0.18305191885129218
2019-07-16,-0.16648852781552817
2019-07-17,-0.15083351198618397
2019-07-18,-0.13870478817492685
2019-07-19,-0.1388650927306076
2019-07-22,-0.12695017636140649
2019-07-23,-0.12347718312624957
2019-07-24,-0.11551607160752528
2019-07-25,-0.12700357719605934
2019-07-26,-0.12775159708808792
2019-07-29,-0.12545413657734933
2019-07-30,-0.11866845519701852
2019-07-31,-0.12662956725004507
2019-08-01,-0.13865138734027396
2019-08-02,-0.13325494407469501
2019-08-05,-0.1266830701364204
2019-08-06,-0.12347718312624957
2019-08-07,-0.08335111633578027
2019-08-08,-0.09697587993109465
2019-08-09,-0.09718958532142828
2019-08-12,-0.08960248321441602
2019-08-13,-0.09403720173193515
2019-08-14,-0.07816837846053483
2019-08-15,-0.08164137116138949
2019-08-16,-0.08655690129422854
2019-08-19,-0.09628126087371895
2019-08-20,-0.08516776523119939
2019-08-21,-0.08500746067551851
2019-08-22,-0.09093821844279253
2019-08-23,-0.07058127635352279
2019-08-26,-0.05834575087295992
2019-08-27,-0.030829219509067453
2019-08-28,-0.02201318437728648
2019-08-29,-0.029333179725010303
2019-08-30,-0.028371454442648096
2019-09-03,0.0
2019-09-04,0.0
2019-09-05,-0.03790421234448145
2019-09-06,-0.07338457454291009
2019-09-09,-0.07075455607931946
2019-09-10,-0.06961994367412949
2019-09-11,-0.07013565867661582
2019-09-12,-0.06961994367412949
2019-09-13,-0.10081996051699395
2019-09-16,-0.07683985469393578
2019-09-17,-0.0709091819306953
2019-09-18,-0.08230625590584846
2019-09-19,-0.08344076981173859
2019-09-20,-0.08524572307079085
2019-09-23,-0.04079213755896526
2019-09-24,-0.045072482914529435
2019-09-25,-0.07369402324426186
2019-09-26,-0.0819968072044968
2019-09-27,-0.09483784378689175
2019-09-30,-0.1285647946767266
2019-10-01,-0.11288747384530944
2019-10-02,-0.09277508279194922
2019-10-03,-0.09313607344375968
2019-10-04,-0.09545664269029525
2019-10-07,-0.09973698856156239
2019-10-08,-0.09148574603608327
2019-10-09,-0.08576143807327719
2019-10-10,-0.09648807269526813
2019-10-11,-0.09947918030996904
2019-10-14,-0.09060904038178605
2019-10-15,-0.10742097413409639
2019-10-16,-0.10520348827277501
2019-10-17,-0.09566300749072976
2019-10-18,-0.09741632030002359
2019-10-21,-0.0961787224932162
2019-10-22,-0.10076841856653526
2019-10-23,-0.096642797045944
2019-10-24,-0.08519418112033206
2019-10-25,-0.07890261620458118
2019-10-28,-0.08122328446611987
2019-10-29,-0.08354395221195558
2019-10-30,-0.08127482641657865
2019-10-31,-0.07101236433091229
2019-11-01,-0.07152807933339883
2019-11-04,-0.07101236433091218
2019-11-05,-0.09669433899640237
2019-11-06,-0.09452839560124264
2019-11-07,-0.1248518047734073
2019-11-08,-0.13449536894066652
2019-11-11,-0.13557843939539801
2019-11-12,-0.13996186865187923
2019-11-13,-0.12856479467672619
2019-11-14,-0.12263422041278565
2019-11-15,-0.12675984193337692
2019-11-18,-0.12407818302002756
2019-11-19,-0.11799288440541124
2019-11-20,-0.11814760875608722
2019-11-21,-0.12072618325281624
2019-11-22,-0.12407818302002777
2019-11-25,-0.1299572153335095
2019-11-26,-0.12175751475848896
2019-11-27,-0.12784281337310538
2019-11-29,-0.12490334672386598
2019-12-02,-0.13176216859256198
2019-12-03,-0.11685837049952132
2019-12-04,-0.13377338763704583
2019-12-05,-0.12629576686494612
2019-12-06,-0.15006960638686961
2019-12-09,-0.14743958792327888
2019-12-10,-0.1441390321229292
2019-12-11,-0.1365066870001535
2019-12-12,-0.13129809403983395
2019-12-13,-0.12784281337310496
2019-12-16,-0.12232487021073361
2019-12-17,-0.1244391736718377
2019-12-18,-0.12572851042770378
2019-12-19,-0.12031355266694982
2019-12-20,-0.116703646148845
2019-12-23,-0.10252182935942523
2019-12-24,-0.08426593351557607
2019-12-26,-0.0772008453457456
2019-12-27,-0.07952141510798445
2019-12-30,-0.07647876554282465
2019-12-31,-0.08060448556271596
2020-01-02,-0.07348775694312676
2020-01-03,-0.0682275235330486
2020-01-06,-0.0667320189753479
2020-01-07,-0.05543812740041195
2020-01-08,-0.06719619202737567
2020-01-09,-0.07895415815503934
2020-01-10,-0.07003247627639757
2020-01-13,-0.07555051793806908
2020-01-14,-0.08854627887114003
2020-01-15,-0.07570524228874485
2020-01-16,-0.07818063490095964
2020-01-17,-0.07106390628137055
2020-01-21,-0.08457538221692794
2020-01-22,-0.08354395221195496
2020-01-23,-0.08344076981173776
2020-01-24,-0.06879487846959018
2020-01-27,-0.07173434563453267
2020-01-28,-0.1025733713098836
2020-01-29,-0.10107786675218312
2020-01-30,-0.07420973824674745
2020-01-31,-0.07317830824177468
2020-02-03,-0.09029969017973381
2020-02-04,-0.09607554009299836
2020-02-05,-0.0939611386482971
2020-02-06,-0.0826157046071995
2020-02-07,-0.08901035342386773
2020-02-10,-0.08421439156511729
2020-02-11,-0.09375487234716254
2020-02-12,-0.09865401660613009
2020-02-13,-0.0923624516903791
2020-02-14,-0.08643187742643867
2020-02-18,-0.06497860766675392
2020-02-19,-0.05667582319081601
2020-02-20,-0.055799117536519324
2020-02-21,-0.04486621661339382
2020-02-24,-0.026971311421355
2020-02-25,-0.06229694926910775
