Forecast_Date,Day,Mean_Price,Median_Price,P5_Price,P10_Price,P25_Price,P75_Price,P90_Price,P95_Price,Std_Price,Min_Price,Max_Price,S0_Reference,Return_Mean_Pct,Return_P5_Pct,Return_P95_Pct
2026-11-03,202,260.5994,244.991,133.798,153.0062,190.8931,312.7357,387.0343,442.6284,97.5004,63.5424,1000.3675,100.9250031,158.2109,32.5717,338.5716
2026-11-04,203,261.7745,246.8315,133.9861,153.4125,191.9568,313.8074,389.2621,444.037,98.1041,64.1405,1017.4861,100.9250031,159.3753,32.7581,339.9673
2026-11-05,204,263.0352,248.0161,134.8382,153.9526,192.8191,314.1711,391.9444,444.526,98.9179,66.1181,1047.7608,100.9250031,160.6244,33.6024,340.4518
2026-11-06,205,264.204,248.8279,135.4358,154.2329,193.111,316.589,395.3309,446.7576,99.6886,68.3021,1030.8081,100.9250031,161.7825,34.1945,342.663
2026-11-09,206,265.4203,249.249,135.8355,154.8068,193.9284,318.2989,396.8183,451.3278,100.4162,66.409,1034.8361,100.9250031,162.9877,34.5905,347.1913
2026-11-10,207,266.753,250.3058,135.8609,155.2593,194.8167,319.9493,399.2575,453.1893,101.1002,64.0271,1011.1554,100.9250031,164.3081,34.6157,349.0357
2026-11-11,208,268.0293,251.3488,136.3747,155.6521,195.1534,321.9597,402.9725,456.9442,101.9114,66.3477,1031.4043,100.9250031,165.5727,35.1248,352.7562
2026-11-12,209,269.3261,252.3623,136.4066,156.5393,195.6215,323.1744,404.2339,461.0867,102.6995,65.1296,1039.1067,100.9250031,166.8577,35.1564,356.8607
2026-11-13,210,270.6068,253.5932,137.4494,157.4536,196.7685,324.5311,407.2971,462.3961,103.4238,65.6081,1007.7582,100.9250031,168.1266,36.1896,358.1581
2026-11-16,211,271.7895,254.8339,137.5578,158.0205,197.5955,326.4869,408.3989,466.2124,103.9897,65.6487,970.9555,100.9250031,169.2985,36.297,361.9394
2026-11-17,212,273.1559,255.7487,137.7094,158.4302,198.0583,328.3434,412.9455,469.9254,104.8197,65.5597,988.5165,100.9250031,170.6524,36.4473,365.6184
2026-11-18,213,274.44,257.4464,138.0859,158.7557,198.6839,329.5051,412.5521,472.372,105.6107,64.9688,992.9849,100.9250031,171.9247,36.8203,368.0426
2026-11-19,214,275.6421,258.3905,139.322,159.4185,199.2775,331.3465,415.8505,475.6905,106.3926,65.4969,981.9643,100.9250031,173.1158,38.0451,371.3307
2026-11-20,215,276.9549,259.3275,139.1968,159.4661,200.4931,332.8963,418.8739,476.9277,107.2295,65.5424,956.3793,100.9250031,174.4165,37.921,372.5565
2026-11-23,216,278.3636,260.8002,140.0298,160.3518,201.2387,334.8228,419.3323,481.3704,108.3147,68.788,1002.5851,100.9250031,175.8123,38.7464,376.9585
2026-11-24,217,279.7597,261.7875,140.4288,160.9048,202.0027,336.5985,422.0712,483.1815,109.1041,67.1526,1010.7885,100.9250031,177.1956,39.1417,378.753
2026-11-25,218,281.0372,262.6271,140.5224,161.0602,202.7326,337.4927,425.4728,485.3927,109.7971,65.6666,1038.968,100.9250031,178.4614,39.2345,380.944
2026-11-26,219,282.5096,263.7407,140.7802,161.7075,202.9252,339.6238,428.2539,487.6936,110.5335,65.8346,1067.2268,100.9250031,179.9203,39.4899,383.2238
2026-11-27,220,283.8439,264.6213,141.4402,162.3674,203.7983,341.1907,430.5905,493.0449,111.3286,68.0057,1061.9249,100.9250031,181.2424,40.1439,388.526
2026-11-30,221,285.1852,266.1554,141.8809,162.4457,204.9039,343.2783,432.6592,497.2336,112.0977,69.2658,1119.5023,100.9250031,182.5714,40.5805,392.6763
2026-12-01,222,286.6293,267.374,141.8436,162.6548,206.0922,346.3507,436.1193,501.0192,113.0554,69.3489,1135.9173,100.9250031,184.0023,40.5436,396.4272
2026-12-02,223,288.0234,268.2434,142.5856,163.261,206.8108,347.4009,438.1762,503.2993,113.6954,71.0806,1090.1677,100.9250031,185.3836,41.2788,398.6864
2026-12-03,224,289.4124,269.6599,142.5714,163.7689,207.9771,348.8507,439.0128,505.0515,114.4953,72.9606,1069.3607,100.9250031,186.7599,41.2647,400.4226
2026-12-04,225,290.8507,270.247,143.5415,164.0037,208.2987,350.5122,442.1497,509.4822,115.4207,72.6103,1081.3638,100.9250031,188.185,42.2259,404.8127
2026-12-07,226,292.1461,271.6135,142.9905,164.6535,209.0079,351.6973,446.3062,515.3264,116.2641,71.8257,1041.6701,100.9250031,189.4685,41.68,410.6033
2026-12-08,227,293.5545,272.7668,144.7563,165.3694,209.6371,353.3411,447.4489,516.7491,117.0671,71.1089,1103.0798,100.9250031,190.864,43.4296,412.013
2026-12-09,228,294.9607,273.6323,145.2769,165.9891,210.7632,355.0916,448.8357,520.1478,117.8687,69.1414,1115.5894,100.9250031,192.2573,43.9454,415.3805
2026-12-10,229,296.4077,275.3256,145.0295,166.0782,211.6907,356.0426,452.8055,521.2135,118.909,70.2786,1132.966,100.9250031,193.691,43.7003,416.4364
2026-12-11,230,297.8739,276.3924,144.9951,167.5827,212.6451,357.8118,455.7184,524.615,119.7447,69.2296,1172.0054,100.9250031,195.1438,43.6662,419.8068
2026-12-14,231,299.3147,277.4265,145.8424,168.0676,213.8095,360.2394,457.3556,525.9798,120.6418,70.6276,1151.1933,100.9250031,196.5714,44.5057,421.1591
2026-12-15,232,300.7463,279.0786,146.329,168.4944,214.5705,362.6455,459.6114,528.0425,121.4912,73.4604,1097.6362,100.9250031,197.9899,44.9879,423.2029
2026-12-16,233,302.1742,279.9787,146.3628,169.0233,215.2006,364.9336,464.2049,532.3029,122.568,72.8319,1189.4832,100.9250031,199.4047,45.0213,427.4242
2026-12-17,234,303.642,281.3401,146.9036,169.1864,216.0885,366.4701,467.3426,538.4462,123.3797,70.3793,1199.8359,100.9250031,200.859,45.5572,433.5112
2026-12-18,235,305.0903,282.6778,147.3365,169.6399,216.9646,368.1174,469.0651,539.8997,124.2011,67.8048,1173.0192,100.9250031,202.2941,45.9861,434.9514
2026-12-21,236,306.5758,283.4274,148.0048,170.006,217.0332,370.4176,472.0607,545.1146,125.1365,67.5877,1178.4912,100.9250031,203.766,46.6483,440.1185
2026-12-22,237,308.2566,285.0706,148.7712,171.3671,218.0989,371.9654,475.8282,548.8362,126.3872,69.478,1174.458,100.9250031,205.4314,47.4077,443.806
2026-12-23,238,309.7202,286.4584,149.1873,171.5845,218.9175,373.6454,477.5596,551.4955,127.4511,71.5775,1223.9387,100.9250031,206.8815,47.82,446.4409
2026-12-24,239,311.1947,287.6332,149.7727,172.3237,219.3074,375.5493,480.2853,551.8044,128.4506,68.9567,1258.7443,100.9250031,208.3425,48.4,446.747
2026-12-25,240,312.6584,288.8997,149.8266,173.3787,220.2365,377.2188,483.6365,558.7138,129.211,68.3468,1270.8145,100.9250031,209.7928,48.4534,453.593
2026-12-28,241,314.2198,289.9256,150.6099,173.9661,221.115,380.0225,486.5603,561.7472,130.3098,67.9862,1249.8409,100.9250031,211.3399,49.2295,456.5986
2026-12-29,242,315.8525,291.4185,150.2315,174.3493,222.0506,381.4857,490.8918,565.6675,131.2892,68.5567,1283.3688,100.9250031,212.9576,48.8546,460.483
2026-12-30,243,317.3454,292.6751,150.6859,175.5347,223.1716,384.0469,492.9925,566.2917,132.3141,70.5291,1274.3828,100.9250031,214.4368,49.3048,461.1015
2026-12-31,244,318.9219,294.2023,151.5546,175.4762,224.0185,385.387,496.7809,569.7878,133.1956,68.4827,1326.8375,100.9250031,215.9989,50.1656,464.5656
2027-01-01,245,320.4242,295.149,152.0326,175.841,224.879,388.212,498.5575,575.127,134.1511,66.2041,1338.9512,100.9250031,217.4874,50.6392,469.8558
2027-01-04,246,321.909,296.943,152.5077,176.4828,225.7255,389.558,501.0612,574.4588,135.054,68.8248,1380.4867,100.9250031,218.9586,51.1099,469.1937
2027-01-05,247,323.3609,298.0629,152.7975,177.0528,226.5939,391.7374,502.6099,577.6963,135.849,69.1579,1347.6921,100.9250031,220.3972,51.3971,472.4016
2027-01-06,248,324.7795,300.1252,153.0611,176.9806,227.1638,394.4563,503.68,581.8096,137.0067,72.027,1359.8287,100.9250031,221.8028,51.6583,476.4772
2027-01-07,249,326.2415,301.1234,154.1177,177.6966,228.0169,395.5639,506.7781,586.1782,137.7329,75.8327,1396.4052,100.9250031,223.2514,52.7052,480.8057
2027-01-08,250,327.7254,301.9108,154.5908,178.4546,228.9956,398.3541,509.1892,590.9982,138.43,75.9761,1338.7154,100.9250031,224.7217,53.1739,485.5816
2027-01-11,251,329.3278,303.6353,154.6346,178.8164,230.04,399.3654,511.8584,593.0097,139.4266,76.2611,1333.9202,100.9250031,226.3094,53.2173,487.5746
2027-01-12,252,330.8811,304.9011,155.5288,179.3333,230.9535,401.5426,515.0041,595.3415,140.2913,73.877,1398.022,100.9250031,227.8485,54.1033,489.885
